ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,CPC,CPA,conversion_rate
708749,2017-08-17,2017-08-17,916,103917,30-34,M,16,19,21,17861.0,2,1.820000023,2.0,0.0,0.0111975813224343,0.9100000115,0.0,0.0
708771,2017-08-17,2017-08-17,916,103920,30-34,M,20,25,22,693.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
708815,2017-08-30,2017-08-30,916,103928,30-34,M,28,32,32,4259.0,1,1.25,1.0,0.0,0.0234796900680911,1.25,0.0,0.0
708820,2017-08-17,2017-08-17,916,103929,30-34,M,29,30,30,1915.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
708889,2017-08-17,2017-08-17,916,103940,30-34,M,15,16,17,15615.0,3,4.769999981,1.0,0.0,0.0192122958693563,1.5899999936666669,0.0,0.0
708953,2017-08-17,2017-08-17,916,103951,30-34,M,27,31,31,2355.0,1,1.5,1.0,0.0,0.0424628450106157,1.5,0.0,0.0
708958,2017-08-30,2017-08-30,916,103952,30-34,M,28,32,31,9502.0,3,3.159999967,1.0,0.0,0.0315723005683014,1.0533333223333334,0.0,0.0
708979,2017-08-30,2017-08-30,916,103955,30-34,M,31,37,34,1224.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709023,2017-08-29,2017-08-29,916,103962,30-34,M,7,8,8,735.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709038,2017-08-29,2017-08-29,916,103965,30-34,M,16,20,22,5117.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709040,2017-08-29,2017-08-29,916,103965,30-34,M,16,19,21,5120.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709105,2017-08-30,2017-08-30,916,103976,30-34,M,28,30,32,1241.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709115,2017-08-30,2017-08-30,916,103978,30-34,M,30,34,31,2305.0,1,0.569999993,1.0,0.0,0.0433839479392624,0.569999993,0.0,0.0
709124,2017-08-30,2017-08-30,916,103979,30-34,M,31,34,33,1024.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709179,2017-08-30,2017-08-30,916,103988,35-39,M,15,16,17,4627.0,1,1.690000057,1.0,0.0,0.0216122757726388,1.690000057,0.0,0.0
709320,2017-08-17,2017-08-17,916,104012,35-39,M,15,21,20,1422.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709323,2017-08-17,2017-08-17,916,104012,35-39,M,15,17,19,7132.0,2,2.609999895,1.0,0.0,0.0280426247896803,1.3049999475,0.0,0.0
709326,2017-08-18,2017-08-18,916,104013,35-39,M,16,22,22,12190.0,2,3.049999952,1.0,0.0,0.0164068908941755,1.524999976,0.0,0.0
709328,2017-08-18,2017-08-18,916,104013,35-39,M,16,19,18,3332.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
709455,2017-08-18,2017-08-18,916,104034,35-39,M,7,12,10,559.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709614,2017-08-19,2017-08-19,916,104061,40-44,M,16,19,20,19113.0,4,5.5200001,1.0,0.0,0.0209281640768063,1.380000025,0.0,0.0
709761,2017-08-18,2017-08-18,916,104085,40-44,M,16,19,20,2861.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
709899,2017-08-18,2017-08-18,916,104108,40-44,M,15,18,20,1398.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
710045,2017-08-17,2017-08-17,916,104133,45-49,M,16,22,17,47224.0,12,15.82000017,1.0,0.0,0.0254108080636964,1.3183333475,0.0,0.0
710088,2017-08-17,2017-08-17,916,104140,45-49,M,24,26,27,2283.0,1,1.470000029,1.0,0.0,0.043802014892685,1.470000029,0.0,0.0
710477,2017-08-17,2017-08-17,916,104205,30-34,F,16,19,19,2654.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
710617,2017-08-18,2017-08-18,916,104228,30-34,F,15,19,16,5014.0,1,1.190000057,1.0,0.0,0.0199441563621858,1.190000057,0.0,0.0
710623,2017-08-18,2017-08-18,916,104229,30-34,F,16,19,20,38726.0,7,9.220000267,1.0,0.0,0.0180757114083561,1.3171428952857145,0.0,0.0
710628,2017-08-17,2017-08-17,916,104230,30-34,F,18,24,22,1473.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710682,2017-08-29,2017-08-29,916,104239,30-34,F,27,33,32,1186.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710763,2017-08-29,2017-08-29,916,104252,30-34,F,15,19,17,5369.0,1,1.50999999,1.0,0.0,0.0186254423542559,1.50999999,0.0,0.0
710867,2017-08-26,2017-08-26,916,104270,30-34,F,63,64,68,1185.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710880,2017-08-26,2017-08-26,916,104272,30-34,F,65,70,68,13019.0,5,6.960000038,1.0,0.0,0.0384054074813733,1.3920000076,0.0,0.0
710961,2017-08-27,2017-08-27,916,104285,35-39,F,25,29,26,2508.0,1,1.220000029,1.0,0.0,0.0398724082934609,1.220000029,0.0,0.0
711217,2017-08-27,2017-08-27,916,104328,35-39,F,20,26,23,2783.0,1,1.600000024,1.0,0.0,0.0359324469996406,1.600000024,0.0,0.0
711785,2017-08-26,2017-08-26,916,104423,45-49,F,19,25,23,292.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
711877,2017-08-26,2017-08-26,916,104438,45-49,F,63,67,65,17572.0,7,9.379999995,1.0,0.0,0.0398361028909628,1.3399999992857143,0.0,0.0
712052,2017-08-25,2017-08-25,916,104467,45-49,F,10,13,11,1448.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734209,2017-08-25,2017-08-25,936,108654,30-34,M,10,16,14,1772.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734215,2017-08-26,2017-08-26,936,108655,30-34,M,15,19,17,13659.0,3,3.840000033,1.0,0.0,0.0219635405227322,1.280000011,0.0,0.0
734243,2017-08-26,2017-08-26,936,108660,30-34,M,21,23,24,739.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734266,2017-08-26,2017-08-26,936,108664,30-34,M,25,30,27,605.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734272,2017-08-26,2017-08-26,936,108665,30-34,M,26,32,29,1030.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734290,2017-08-26,2017-08-26,936,108668,30-34,M,29,32,35,5374.0,1,1.039999962,4.0,0.0,0.0186081131373278,1.039999962,0.0,0.0
734313,2017-08-26,2017-08-26,936,108672,30-34,M,36,38,38,790.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
734314,2017-08-27,2017-08-27,936,108672,30-34,M,36,38,38,962.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734399,2017-08-28,2017-08-28,936,108686,35-39,M,23,24,27,239.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734418,2017-08-29,2017-08-29,936,108689,35-39,M,26,27,28,591.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734421,2017-08-29,2017-08-29,936,108690,35-39,M,27,29,32,10332.0,4,5.75,1.0,0.0,0.0387146728610143,1.4375,0.0,0.0
734427,2017-08-29,2017-08-29,936,108691,35-39,M,28,29,31,8259.0,3,3.980000019,1.0,0.0,0.0363240101707228,1.326666673,0.0,0.0
734433,2017-08-29,2017-08-29,936,108692,35-39,M,29,35,31,12158.0,3,4.449999928,1.0,0.0,0.0246751110379996,1.4833333093333334,0.0,0.0
734582,2017-08-29,2017-08-29,936,108716,40-44,M,29,33,33,7709.0,2,1.320000052,2.0,0.0,0.0259437021662991,0.660000026,0.0,0.0
734605,2017-08-28,2017-08-28,936,108720,40-44,M,36,37,41,834.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734660,2017-08-28,2017-08-28,936,108729,45-49,M,18,22,23,1299.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
734666,2017-08-28,2017-08-28,936,108730,45-49,M,19,24,20,371.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734726,2017-08-28,2017-08-28,936,108740,45-49,M,29,30,35,10466.0,3,4.090000033,1.0,0.0,0.0286642461303267,1.3633333443333333,0.0,0.0
734737,2017-08-27,2017-08-27,936,108742,45-49,M,31,37,33,839.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734794,2017-08-28,2017-08-28,936,108752,30-34,F,16,19,17,4010.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734800,2017-08-28,2017-08-28,936,108753,30-34,F,18,20,20,1635.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734803,2017-08-28,2017-08-28,936,108753,30-34,F,18,19,21,1631.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734852,2017-08-28,2017-08-28,936,108761,30-34,F,26,30,29,13479.0,3,4.25,1.0,0.0,0.0222568439795237,1.4166666666666667,0.0,0.0
734866,2017-08-20,2017-08-20,936,108764,30-34,F,29,32,31,11803.0,3,4.440000057,1.0,0.0,0.0254172667965771,1.480000019,0.0,0.0
734901,2017-08-20,2017-08-20,936,108770,30-34,F,64,70,68,1554.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734999,2017-08-20,2017-08-20,936,108786,35-39,F,27,32,32,20277.0,6,8.050000072,1.0,0.0,0.0295901760615475,1.341666678666667,0.0,0.0
735032,2017-08-19,2017-08-19,936,108791,35-39,F,32,33,34,498.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735033,2017-08-18,2017-08-18,936,108792,35-39,F,36,40,40,652.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735043,2017-08-18,2017-08-18,936,108793,35-39,F,63,65,69,1357.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735048,2017-08-18,2017-08-18,936,108794,35-39,F,64,65,68,1393.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735065,2017-08-19,2017-08-19,936,108797,40-44,F,7,10,12,648.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735109,2017-08-19,2017-08-19,936,108804,40-44,F,21,26,25,708.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
735140,2017-08-19,2017-08-19,936,108809,40-44,F,26,27,31,6907.0,2,2.349999964,1.0,0.0,0.0289561314608368,1.174999982,0.0,0.0
735143,2017-08-19,2017-08-19,936,108810,40-44,F,27,28,30,39035.0,13,19.32999957,1.0,0.0,0.0333034456257205,1.4869230438461538,0.0,0.0
735151,2017-08-19,2017-08-19,936,108811,40-44,F,28,30,31,926.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735184,2017-08-19,2017-08-19,936,108817,40-44,F,63,66,67,4412.0,1,1.450000048,1.0,0.0,0.0226654578422484,1.450000048,0.0,0.0
735189,2017-08-21,2017-08-21,936,108818,40-44,F,64,65,66,9965.0,3,4.050000072,1.0,0.0,0.0301053687907676,1.350000024,0.0,0.0
735213,2017-08-21,2017-08-21,936,108822,45-49,F,10,16,11,73634.0,23,32.97999978,1.0,0.0,0.0312355705244859,1.4339130339130437,0.0,0.0
735220,2017-08-18,2017-08-18,936,108823,45-49,F,15,17,17,69708.0,20,31.28999949,1.0,0.0,0.0286911114936592,1.5644999745,0.0,0.0
735242,2017-08-18,2017-08-18,936,108826,45-49,F,19,25,21,530.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
735247,2017-08-18,2017-08-18,936,108827,45-49,F,20,24,25,14257.0,6,8.789999962,1.0,0.0,0.0420845900259521,1.4649999936666669,0.0,0.0
735290,2017-08-18,2017-08-18,936,108834,45-49,F,27,29,33,12215.0,4,6.26000011,1.0,0.0,0.0327466230045026,1.5650000275,0.0,0.0
736869,2017-08-18,2017-08-18,936,109448,30-34,M,2,6,8,2338.0,1,0.239999995,1.0,0.0,0.0427715996578272,0.239999995,0.0,0.0
736890,2017-08-18,2017-08-18,936,109451,30-34,M,15,16,20,2522.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736893,2017-08-18,2017-08-18,936,109452,30-34,M,16,17,17,3587.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736977,2017-08-18,2017-08-18,936,109470,30-34,M,27,30,28,1273.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736988,2017-08-21,2017-08-21,936,109472,30-34,M,28,29,29,3891.0,1,1.090000033,1.0,0.0,0.0257003341043433,1.090000033,0.0,0.0
736995,2017-08-21,2017-08-21,936,109473,30-34,M,29,34,34,1888.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736997,2017-08-21,2017-08-21,936,109473,30-34,M,29,32,33,1895.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737097,2017-08-21,2017-08-21,936,109498,35-39,M,7,10,11,715.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737130,2017-08-21,2017-08-21,936,109507,35-39,M,16,19,18,11199.0,2,2.680000067,1.0,0.0,0.0178587373872667,1.3400000335,0.0,0.0
737320,2017-08-18,2017-08-18,936,109553,35-39,M,63,64,66,5676.0,2,3.00999999,1.0,0.0,0.0352360817477096,1.504999995,0.0,0.0
737375,2017-08-21,2017-08-21,936,109565,40-44,M,10,11,11,1415.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737644,2017-08-21,2017-08-21,936,109629,45-49,M,16,22,17,45401.0,10,14.06000042,1.0,0.0,0.0220259465650536,1.406000042,0.0,0.0
737658,2017-08-18,2017-08-18,936,109633,45-49,M,18,19,24,4919.0,1,1.590000033,1.0,0.0,0.0203293352307379,1.590000033,0.0,0.0
737674,2017-08-20,2017-08-20,936,109637,45-49,M,20,21,24,533.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
737766,2017-08-20,2017-08-20,936,109659,45-49,M,29,33,33,1447.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
737896,2017-08-20,2017-08-20,936,109689,30-34,F,16,21,22,17553.0,3,4.590000153,1.0,0.0,0.017091095539224,1.530000051,0.0,0.0
737931,2017-08-20,2017-08-20,936,109698,30-34,F,20,26,24,3343.0,1,0.540000021,1.0,0.0,0.0299132515704457,0.540000021,0.0,0.0
737961,2017-08-20,2017-08-20,936,109706,30-34,F,23,29,28,523.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737995,2017-08-20,2017-08-20,936,109714,30-34,F,26,27,31,1873.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738067,2017-08-20,2017-08-20,936,109731,30-34,F,32,37,36,658.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738098,2017-08-20,2017-08-20,936,109738,30-34,F,64,70,68,1539.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738408,2017-08-19,2017-08-19,936,109813,40-44,F,16,22,22,20233.0,4,5.590000153,3.0,0.0,0.0197696831908268,1.39750003825,0.0,0.0
738463,2017-08-20,2017-08-20,936,109826,40-44,F,21,23,24,542.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738528,2017-08-19,2017-08-19,936,109839,40-44,F,30,34,33,402.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
738560,2017-08-19,2017-08-19,936,109844,40-44,F,64,70,66,1338.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738606,2017-08-21,2017-08-21,936,109852,45-49,F,19,20,23,529.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738637,2017-08-21,2017-08-21,936,109857,45-49,F,24,26,30,944.0,1,1.419999957,1.0,0.0,0.1059322033898305,1.419999957,0.0,0.0
747212,2017-08-18,2017-08-18,936,110836,30-34,M,10,16,14,7208.0,2,3.190000057,1.0,0.0,0.027746947835738,1.5950000285,0.0,0.0
747213,2017-08-18,2017-08-18,936,110836,30-34,M,10,12,11,1746.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747220,2017-08-18,2017-08-18,936,110837,30-34,M,15,17,16,2474.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
747222,2017-08-18,2017-08-18,936,110838,30-34,M,16,22,20,12489.0,2,1.960000038,1.0,0.0,0.0160140924013131,0.980000019,0.0,0.0
747223,2017-08-18,2017-08-18,936,110838,30-34,M,16,18,18,8032.0,1,0.600000024,2.0,0.0,0.0124501992031872,0.600000024,0.0,0.0
747248,2017-08-21,2017-08-21,936,110842,30-34,M,21,24,24,472.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747332,2017-08-21,2017-08-21,936,110856,30-34,M,64,68,65,792.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747370,2017-08-20,2017-08-20,936,110862,35-39,M,16,17,19,2936.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747435,2017-08-21,2017-08-21,936,110873,35-39,M,28,29,30,1032.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747439,2017-08-21,2017-08-21,936,110874,35-39,M,29,35,33,1662.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747659,2017-08-25,2017-08-25,936,110910,45-49,M,16,21,17,12186.0,2,2.669999957,1.0,0.0,0.0164122763827342,1.3349999785,0.0,0.0
747675,2017-08-25,2017-08-25,936,110913,45-49,M,20,22,21,673.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747678,2017-08-25,2017-08-25,936,110914,45-49,M,21,27,23,370.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747712,2017-08-24,2017-08-24,936,110919,45-49,M,26,30,29,450.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747790,2017-08-24,2017-08-24,936,110932,30-34,F,10,12,14,2077.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747798,2017-08-25,2017-08-25,936,110934,30-34,F,16,21,20,25884.0,5,7.350000143,1.0,0.0,0.0193169525575645,1.4700000286,0.0,0.0
747824,2017-08-25,2017-08-25,936,110938,30-34,F,21,24,23,608.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747828,2017-08-25,2017-08-25,936,110939,30-34,F,22,24,24,28488.0,10,9.340000033,1.0,0.0,0.03510249929795,0.9340000033,0.0,0.0
747852,2017-08-24,2017-08-24,936,110943,30-34,F,26,32,32,10126.0,3,4.619999886,1.0,0.0,0.0296267035354532,1.5399999619999998,0.0,0.0
747859,2017-08-24,2017-08-24,936,110944,30-34,F,27,32,33,22572.0,5,8.5,1.0,0.0,0.0221513379408116,1.7,0.0,0.0
747863,2017-08-24,2017-08-24,936,110944,30-34,F,27,30,33,1955.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747879,2017-08-24,2017-08-24,936,110947,30-34,F,30,36,31,493.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
747903,2017-08-24,2017-08-24,936,110951,30-34,F,63,69,69,1491.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747911,2017-08-24,2017-08-24,936,110952,30-34,F,64,66,66,1495.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
747968,2017-08-24,2017-08-24,936,110962,35-39,F,21,27,24,512.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747991,2017-08-24,2017-08-24,936,110966,35-39,F,25,31,27,4868.0,2,2.420000076,1.0,0.0,0.0410846343467543,1.210000038,0.0,0.0
748000,2017-08-24,2017-08-24,936,110967,35-39,F,26,27,32,6585.0,2,2.950000048,1.0,0.0,0.0303720577069096,1.475000024,0.0,0.0
748014,2017-08-24,2017-08-24,936,110970,35-39,F,29,31,35,11182.0,4,4.449999809,1.0,0.0,0.0357717760686818,1.11249995225,0.0,0.0
748045,2017-08-25,2017-08-25,936,110975,35-39,F,63,69,64,1238.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
748086,2017-08-25,2017-08-25,936,110982,40-44,F,16,19,18,34127.0,8,13.07000017,1.0,0.0,0.0234418495619304,1.63375002125,0.0,0.0
748087,2017-08-26,2017-08-26,936,110982,40-44,F,16,22,19,29466.0,7,10.84999967,2.0,0.0,0.0237561935790402,1.5499999528571429,0.0,0.0
748089,2017-08-26,2017-08-26,936,110982,40-44,F,16,18,21,38759.0,9,10.84999967,1.0,0.0,0.0232204133233571,1.205555518888889,0.0,0.0
748225,2017-08-26,2017-08-26,936,111005,45-49,F,15,16,17,18602.0,5,8.860000134,1.0,0.0,0.0268788302333082,1.7720000268,0.0,0.0
748231,2017-08-27,2017-08-27,936,111006,45-49,F,16,18,21,25194.0,6,7.349999905,1.0,0.0,0.0238151940938318,1.2249999841666666,0.0,0.0
748233,2017-08-27,2017-08-27,936,111006,45-49,F,16,22,18,78627.0,19,26.53000045,1.0,0.0,0.0241647271293576,1.3963158131578948,0.0,0.0
748235,2017-08-26,2017-08-26,936,111006,45-49,F,16,18,19,102695.0,25,39.42999983,3.0,0.0,0.0243439310579872,1.5771999932,0.0,0.0
748294,2017-08-26,2017-08-26,936,111016,45-49,F,27,32,31,82827.0,24,47.93000031,3.0,0.0,0.0289760585316382,1.99708334625,0.0,0.0
748295,2017-08-26,2017-08-26,936,111016,45-49,F,27,31,32,9240.0,3,6.039999962,1.0,0.0,0.0324675324675324,2.0133333206666664,0.0,0.0
748303,2017-08-25,2017-08-25,936,111018,45-49,F,29,32,33,7706.0,2,2.369999886,1.0,0.0,0.0259538022320269,1.184999943,0.0,0.0
748341,2017-08-25,2017-08-25,936,111024,45-49,F,64,67,68,1363.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776318,2017-08-25,2017-08-25,936,115484,45-49,F,15,16,19,3569.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776322,2017-08-25,2017-08-25,936,115485,45-49,F,16,21,20,119063.0,34,53.21999949,1.0,0.0,0.0285563105246802,1.5652941026470588,0.0,0.0
776323,2017-08-26,2017-08-26,936,115485,45-49,F,16,17,18,99078.0,23,35.79999948,2.0,0.0,0.0232140333878358,1.556521716521739,0.0,0.0
776325,2017-08-26,2017-08-26,936,115485,45-49,F,16,19,20,452398.0,114,180.2200012,1.0,0.0,0.0251990503936799,1.580877203508772,0.0,0.0
776334,2017-08-26,2017-08-26,936,115487,45-49,F,10,12,16,191223.0,48,76.41000056,1.0,0.0,0.0251015829685759,1.591875011666667,0.0,0.0
776336,2017-08-26,2017-08-26,936,115487,45-49,F,10,15,14,22216.0,6,9.549999952,1.0,0.0,0.0270075621173928,1.5916666586666668,0.0,0.0
776338,2017-08-23,2017-08-23,936,115487,45-49,F,10,12,11,48291.0,11,18.01999998,1.0,0.0,0.0227785715764842,1.6381818163636366,0.0,0.0
776353,2017-08-23,2017-08-23,936,115490,40-44,F,63,66,67,27559.0,8,13.37,1.0,0.0,0.0290286294858304,1.67125,0.0,0.0
776383,2017-08-21,2017-08-21,936,115495,45-49,F,23,27,29,1168.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
776405,2017-08-21,2017-08-21,936,115498,45-49,F,21,25,22,40126.0,16,25.86000001,1.0,0.0,0.0398743956536908,1.616250000625,0.0,0.0
776430,2017-08-22,2017-08-22,936,115503,30-34,M,10,14,16,3200.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776475,2017-08-21,2017-08-21,936,115510,30-34,M,16,21,20,16425.0,1,1.549999952,1.0,0.0,0.0060882800608828,1.549999952,0.0,0.0
776476,2017-08-21,2017-08-21,936,115510,30-34,M,16,17,18,43756.0,5,5.439999938,0.0,0.0,0.0114270042965536,1.0879999876,0.0,0.0
776477,2017-08-21,2017-08-21,936,115510,30-34,M,16,22,17,9982.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776489,2017-08-21,2017-08-21,936,115512,45-49,F,26,31,28,175389.0,55,81.60999787,1.0,0.0,0.0313588651511782,1.4838181430909092,0.0,0.0
776494,2017-08-21,2017-08-21,936,115513,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
776519,2017-08-21,2017-08-21,936,115517,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0,0.0282877429209923,1.58549999,0.0,0.0
776533,2017-08-21,2017-08-21,936,115520,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0,0.0250285481877766,1.59500002875,0.0,0.0
776534,2017-08-21,2017-08-21,936,115520,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0,0.0198609731876861,1.4199999966666663,0.0,0.0
776538,2017-08-21,2017-08-21,936,115521,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0,0.0113973102347845,1.830000043,0.0,0.0
776551,2017-08-21,2017-08-21,936,115523,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0,0.0069161076146344,1.389999986,0.0,0.0
776552,2017-08-22,2017-08-22,936,115523,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0,0.0092609742544915,1.4049999715,0.0,0.0
776553,2017-08-22,2017-08-22,936,115523,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0,0.0119823260690481,1.38124996375,0.0,0.0
776563,2017-08-23,2017-08-23,936,115525,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
